Elite Dark Warrior#Male,,,-10,10,15,20,30,15,40,13465,9,Slash,0,80,80,80,80,40,25,5
Elite Khazard Guard#1,,,0,30,44,38,0,0,0,13531,12,Slash,0,85,80,88,80,30,1,4
Elite Khazard Guard#2,,,0,30,44,38,0,0,0,13532,12,Slash,0,85,80,88,80,30,1,4
Elite Khazard Guard#3,,,0,30,44,38,0,0,0,13533,12,Slash,0,85,80,88,80,30,1,4
Elite Khazard Guard#4,,,0,30,44,38,0,0,0,13534,12,Slash,0,85,80,88,80,30,1,4
Elvarg,Water,30,30,40,20,40,20,20,20,817,"8 (Slash),70 (Dragonfire),10 (with anti-dragon shield)","Slash,Magic,Dragonfire",0,80,70,70,70,70,1,4
Elvarg (Nightmare Zone)#Hard Mode,Water,30,30,40,20,40,20,20,20,6118,"22 (Slash),70 (Dragonfire),10 (with anti-dragon shield)","Slash,Magic,Dragonfire",0,240,210,210,70,210,1,4
Elvarg (Nightmare Zone)#Normal Mode,Water,30,30,40,20,40,20,20,20,6349,"8 (Slash),70 (Dragonfire),10 (with anti-dragon shield)","Slash,Magic,Dragonfire",0,80,70,70,70,70,1,4
Embertailed jerboa,,,-42,-42,-42,-42,-42,-42,-42,13139,0,Crush,0,2,1,1,1,1,1,4
Emissary Acolyte#1,,,10,30,20,20,20,20,20,"13732,13733,13734,13735,13736,13737",4,Stab,0,25,30,35,30,1,1,4
Emissary Acolyte#2,,,10,30,20,20,20,20,20,"13732,13733,13734,13735,13736,13737",4,Stab,0,25,30,35,30,1,1,4
Emissary Acolyte#3,,,10,30,20,20,20,20,20,"13732,13733,13734,13735,13736,13737",4,Stab,0,25,30,35,30,1,1,4
Emissary Acolyte#4,,,10,30,20,20,20,20,20,"13732,13733,13734,13735,13736,13737",4,Stab,0,25,30,35,30,1,1,4
Emissary Acolyte#5,,,10,30,20,20,20,20,20,"13732,13733,13734,13735,13736,13737",4,Stab,0,25,30,35,30,1,1,4
Emissary Acolyte#6,,,10,30,20,20,20,20,20,"13732,13733,13734,13735,13736,13737",4,Stab,0,25,30,35,30,1,1,4
Emissary Archer#1,,,20,5,10,10,15,15,15,"14407,14408",,Ranged,0,40,60,40,70,15,70,5
Emissary Archer#2,,,20,5,10,10,15,15,15,"14407,14408",,Ranged,0,40,60,40,70,15,70,5
Emissary Ascended#1,,,20,50,30,30,30,30,30,13744,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#2,,,20,50,30,30,30,30,30,13745,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#3,,,20,50,30,30,30,30,30,13746,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#4,,,20,50,30,30,30,30,30,13747,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#5,,,20,50,30,30,30,30,30,13748,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#6,,,20,50,30,30,30,30,30,13749,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#7,,,20,50,30,30,30,30,30,13750,12,Stab,0,80,120,110,90,40,1,4
Emissary Ascended#8,,,20,50,30,30,30,30,30,13751,12,Stab,0,80,120,110,90,40,1,4
Emissary Brawler#Level 74,,,5,20,30,30,30,30,30,"13773,13774",6,Slash,0,35,90,50,70,15,1,4
Emissary Brawler#Level 86,,,5,20,30,30,30,30,30,"13775,13776",8,Crush,0,55,90,70,70,15,1,5
Emissary Chosen#1,,,15,40,25,25,25,25,25,13738,8,Stab,0,50,80,70,60,20,1,4
Emissary Chosen#2,,,15,40,25,25,25,25,25,13739,8,Stab,0,50,80,70,60,20,1,4
Emissary Chosen#3,,,15,40,25,25,25,25,25,13740,8,Stab,0,50,80,70,60,20,1,4
Emissary Chosen#4,,,15,40,25,25,25,25,25,13741,8,Stab,0,50,80,70,60,20,1,4
Emissary Chosen#5,,,15,40,25,25,25,25,25,13742,8,Stab,0,50,80,70,60,20,1,4
Emissary Chosen#6,,,15,40,25,25,25,25,25,13743,8,Stab,0,50,80,70,60,20,1,4
Emissary Conjurer#1,,,15,10,15,15,5,5,5,13777,8,Magic,0,40,60,40,70,70,1,5
Emissary Conjurer#2,,,15,10,15,15,5,5,5,13778,8,Magic,0,40,60,40,70,70,1,5
Emissary Enforcer,,,180,50,70,80,100,100,100,14268,"18 (Standard),30+ (Charge)",Slash,0,126,220,170,100,80,1,4
Emissary Forebearer (unused)#1,,,,,,,,,,13752,,,0,,,,,,,
Emissary Forebearer (unused)#2,,,,,,,,,,13753,,,0,,,,,,,
Emissary Forebearer (unused)#3,,,,,,,,,,13754,,,0,,,,,,,
Emissary Forebearer (unused)#4,,,,,,,,,,13755,,,0,,,,,,,
Emissary Forebearer (unused)#5,,,,,,,,,,13756,,,0,,,,,,,
Emissary Forebearer (unused)#6,,,,,,,,,,13757,,,0,,,,,,,
Enclave guard,,,0,19,13,24,0,0,0,4381,10,Crush,0,80,70,70,70,1,1,4
Energy sprite,,,0,0,0,0,0,0,0,6624,0 (doesn't attack),None,0,60,1,1,1,1,1,-1
Ennius Tullus,,,100,50,70,60,80,80,80,"14331,14332",22,Slash,0,380,280,210,75,75,1,3
Enormous Tentacle#Enormous Tentacle,Earth,50,-15,0,0,0,270,270,270,5535,2,Magical ranged (100% prayer penetration),0,120,1,1,1,1,150,4
Enormous Tentacle#Whirlpool,None,,-15,0,0,0,270,270,270,5534,2,Magical ranged (100% prayer penetration),0,120,1,1,1,1,150,4
Enraged barbarian spirit,Air,15,-3,2,0,3,2,2,2,5564,18,Crush,0,190,150,140,100,1,1,4
Enraged Boar,,,0,0,0,0,0,0,0,11227,2,Slash,0,25,7,7,5,1,1,4
Ent#Wilderness,Fire,40,40,70,50,70,30,30,30,6594,10,Crush,0,105,80,95,75,1,1,4
Ent#Woodcutting Guild,Fire,40,40,70,50,70,30,30,30,7234,17,Crush,0,75,75,75,75,1,1,4
Entrana firebird,Water,100,-26,-26,-26,-26,-26,-26,-26,4927,1,Stab,0,5,1,1,1,1,1,4
Essence impling,,,10,-10,-10,-10,-10,-10,-10,"1639,1649",N/A,N/A,0,10,0,0,0,1,1,0
Essyllt (Nightmare Zone)#Hard Mode,,,30,20,40,40,120,120,120,9247,"60 (melee),75 (ranged)","Stab,Ranged",0,320,408,408,104,104,512,4
Essyllt (Nightmare Zone)#Normal Mode,,,30,20,40,40,120,120,120,9249,"40 (melee),51 (ranged)","Stab,Ranged",0,320,268,268,104,104,342,4
Essyllt#Normal,,,30,20,40,40,120,120,120,"8847,8871,8872,8950,9016","40 (melee),51 (ranged)","Stab,Ranged",0,320,268,268,104,104,342,4
Evelot,,,0,40,70,60,40,40,40,12047,34,Crush,0,160,160,150,120,80,0,4
Evil Chicken,,,0,0,0,0,0,0,0,6739,21,Magic,0,120,1,1,126,200,1,4
Evil Chicken (Nightmare Zone)#Hard Mode,,,0,0,0,0,0,0,0,6306,21,Magic,0,240,0,0,126,400,1,4
Evil Chicken (Nightmare Zone)#Normal Mode,,,0,0,0,0,0,0,0,6367,21,Magic,0,120,1,1,126,200,1,4
Evil Chicken (Recipe for Disaster),,,0,0,0,0,0,0,0,1870,21,Magic,0,120,1,1,126,200,1,4
Evil Creature#Izzie,,,0,0,0,0,0,0,0,1241,1,Crush,0,1,1,1,1,1,1,4
Evil Creature#Standard,,,0,0,0,0,0,0,0,"1244,1247,1250,1253,1256",1,Crush,0,1,1,1,1,1,1,4
Evil spirit,Air,30,0,0,0,0,0,0,0,625,28,Crush,0,90,170,146,100,1,1,4
Experiment No.2,,,60,60,45,70,25,55,55,5126,11 (approx),"Stab,Ranged",0,95,104,92,90,1,100,4
Experiment#Level 25 (sheep),,,0,0,0,0,0,0,0,1275,1,Crush,0,100,1,1,30,1,1,4
Experiment#Level 25 (spider),,,0,0,0,0,0,0,0,1274,1,Crush,0,100,1,1,30,1,1,4
Experiment#Level 51,,,0,0,0,0,0,0,0,1273,6,Stab,0,40,40,50,50,1,1,4
Famished shark,,,0,0,0,0,30,10,30,-1,2,Slash,0,15,30,10,0,1,0,4
Fareed,,,0,100,100,100,0,0,0,3456,"37,40 (without Ice gloves)","Slash,Magic",0,130,190,120,135,1,1,4
Fareed (Nightmare Zone)#Hard Mode,Water,30,0,100,100,100,0,0,0,4115,72,"Slash,Magic",0,255,380,240,135,1,1,4
Fareed (Nightmare Zone)#Normal Mode,Water,30,0,100,100,100,0,0,0,6348,"37,40 (without Ice gloves)","Slash,Magic",0,130,190,120,135,1,1,4
"Farmer#Green shirt, long sleeves",,,0,0,0,0,0,0,0,11919,1,Stab,0,12,3,4,8,1,1,6
"Farmer#Green shirt, short sleeves",,,0,0,0,0,0,0,0,3243,1,Stab,0,12,3,4,8,1,1,6
"Farmer#Khaki shirt, bracers",,,0,0,0,0,0,0,0,3244,1,Stab,0,12,3,4,8,1,1,6
"Farmer#Khaki shirt, no bracers",,,0,0,0,0,0,0,0,11920,1,Stab,0,12,3,4,8,1,1,6
"Farmer#Straw hat, black hair",,,0,0,0,0,0,0,0,11921,1,Stab,0,12,3,4,8,1,1,6
"Farmer#Straw hat, blonde hair",,,0,0,0,0,0,0,0,11918,1,Stab,0,12,3,4,8,1,1,6
"Farmer#Straw hat, brown hair",,,0,0,0,0,0,0,0,3114,1,Stab,0,12,3,4,8,1,1,6
Fear reaper#Level 42,,,0,0,0,0,0,0,0,1066,5,Slash,0,25,39,41,40,1,1,4
Fear reaper#Level 55,,,0,0,0,0,0,0,0,4693,6,Slash,0,57,45,48,45,1,1,4
Feral Vampyre#Level 100 (Temple Trekking),,,0,0,0,0,0,0,0,5641,9,Slash,0,135,105,76,30,0,0,4
Feral Vampyre#Level 130 (Temple Trekking),,,0,0,0,0,0,0,0,5642,13,Slash,0,185,120,116,30,0,0,4
Feral Vampyre#Level 61,,,0,0,0,0,0,0,0,3237,7,Stab,0,40,55,60,55,40,1,4
Feral Vampyre#Level 64 (Juvenile/Juvinate),,,0,0,0,0,0,0,0,"3707,3708,4431",7,Slash,0,80,55,30,60,1,1,4
Feral Vampyre#Level 70 (Temple Trekking),,,0,0,0,0,0,0,0,5640,6,Slash,0,75,90,46,30,0,0,4
Feral Vampyre#Level 72 (Spider),,,0,0,0,0,0,0,0,3234,8,Stab,0,50,65,70,65,50,1,4
Feral Vampyre#Level 77 (God Wars Dungeon),,,0,0,0,0,0,0,0,3137,8,Slash,0,60,65,66,81,1,1,4
Ferocious barbarian spirit,Air,10,-3,72,0,73,30,72,72,5566,18,Crush,0,190,150,140,100,1,1,4
Fever spider,Fire,25,15,10,20,15,15,15,15,626,"4,1–12 (without Slayer gloves)",Stab,0,40,60,30,40,1,1,4
Fire elemental,Water,100,0,0,0,0,0,0,0,1365,4,Slash,0,30,35,35,20,20,20,4
Fire elemental (Royal Titans),Water,100,0,0,0,0,0,0,0,14150,4 (Melee),Slash,0,40,35,35,20,20,20,4
Fire giant (Realm of Memories),,,0,2,0,3,0,0,0,-1,,,0,111,65,65,65,1,1,5
Fire giant#Level 104,Water,100,50,10,20,10,-10,-10,-10,7252,10,Slash,0,130,65,65,120,1,1,5
Fire giant#Level 109,Water,100,0,2,0,3,0,0,0,7251,13,Slash,0,150,90,80,65,1,1,5
Fire giant#Level 86,Water,100,0,2,0,3,0,0,0,"2075,2076,2077,2078,2079,2080,2081,2082,2083,2084",11,Slash,0,111,65,65,65,1,1,5
Fire Warrior of Lesarkus,,,-7,35,34,37,35,35,35,3448,8,Magic,0,59,78,78,78,62,1,4
Fire wizard,,,15,0,0,0,0,0,0,1556,4,Magic,0,25,5,5,10,10,0,4
Fiyr Shade#Shade,Air,40,0,0,0,0,0,0,0,1286,11,Crush,-3,110,120,100,85,0,0,4
Fiyr Shade#Shadow,Air,40,0,0,0,0,0,0,0,1285,11,Crush,-3,110,120,100,85,0,0,4
Flambeed,Water,50,5,5,50,50,50,50,50,4881,25,"Crush,Magic",0,210,120,120,75,1,1,4
Flambeed (Nightmare Zone)#Hard Mode,Water,50,5,5,50,50,30,50,50,6309,"25 (melee),? (magic)","Crush,Magic",0,255,240,240,75,1,1,4
Flambeed (Nightmare Zone)#Normal Mode,Water,50,5,5,50,50,30,50,50,6370,"13 (melee),? (magic)","Crush,Magic",0,210,120,120,75,1,1,4
Flaming pyrelord,Water,100,0,18,18,18,18,18,18,7394,7,Magical melee,0,125,98,65,52,1,1,4
Flaming pyrelord (Deadman)#Annihilation,Water,100,150,18,18,18,18,18,18,12453,1 (11 with burn),Magic,0,3500,150,200,150,1,1,4
Flaming pyrelord (Deadman)#Apocalypse,,,150,18,18,18,18,18,18,12453,1,Magic,0,750,150,200,250,1,1,4
Flaming pyrelord (Deadman)#Armageddon,Water,100,150,18,18,18,18,18,18,12453,21,Magic,0,750,150,200,150,1,1,4
Flaming pyrelord (Deadman)#Permanent,Water,100,150,18,18,18,18,18,18,12453,1 (11 with burn),Magic,0,750,150,200,150,1,1,4
Flawed Golem#Golem,Earth,35,2,0,5,5,10,10,10,10695,3,Stab,1,25,7,12,6,1,1,5
Flawed Golem#Rubble,Earth,35,2,0,5,5,10,10,10,10696,3,Stab,1,25,7,12,6,1,1,5
Flesh Crawler#Level 28,Fire,20,15,15,15,15,15,15,15,2498,1,Slash,0,25,60,2,10,1,1,3
Flesh Crawler#Level 35,Fire,20,15,15,15,15,15,15,15,2499,1,Slash,0,25,80,2,10,1,1,3
Flesh Crawler#Level 41,Fire,20,15,15,15,15,15,15,15,2500,1,Slash,0,25,100,2,10,1,1,3
Flight Kilisa,Air,30,0,0,0,0,0,0,0,3165,15,Slash,0,133,124,118,175,50,169,5
Flockleader Geerin,Air,30,0,0,0,0,0,0,0,3164,25,Ranged,0,132,80,80,175,50,150,5
Flower,,,,,,,,,,8584,0 (Does not attack),None,0,10,1,1,0,1,1,-1
Flower (A Night at the Theatre),,,,,,,,,,11193,0 (Does not attack),None,0,10,1,1,0,1,1,-1
Foreman,,,0,1,0,1,0,0,0,1429,3,Crush,0,20,20,20,20,0,0,4
Forester (Woodcutting Guild)#Normal,,,0,5,4,3,0,0,0,7238,2,Slash,0,17,14,13,8,1,1,4
Forester (Woodcutting Guild)#Unused,,,0,5,4,3,0,0,0,3296,2,Slash,0,17,14,13,8,1,1,4
Forgotten Soul (Soul Wars)#Level 46,Air,50,10,10,10,10,10,10,10,"10523,10524,10534,10535",5,Slash,0,50,50,40,20,20,1,4
Forgotten Soul (Soul Wars)#Level 76,Air,50,10,10,10,10,10,10,10,"10525,10526,10536,10537",8,Slash,0,80,80,70,30,30,1,4
Forgotten Soul#1,Air,50,0,0,0,0,0,0,0,10544,2,Crush,0,50,8,8,12,10,1,4
Forgotten Soul#2,Air,50,0,0,0,0,0,0,0,10545,2,Crush,0,50,8,8,12,10,1,4
Fortress Guard,,,-4,14,14,18,15,15,15,4773,3,Stab,0,22,18,18,15,1,1,6
Fortress Guard,,,-4,14,14,18,15,15,15,4774,3,Stab,0,22,18,18,15,1,1,6
Fortress Guard,,,-4,14,14,18,15,15,15,4775,3,Stab,0,22,18,18,15,1,1,6
Fortress Guard,,,-4,14,14,18,15,15,15,4776,3,Stab,0,22,18,18,15,1,1,6
Fortress Guard,,,-4,14,14,18,15,15,15,4772,3,Stab,0,22,18,18,15,1,1,6
Fox,Fire,25,30,30,30,30,30,30,30,3901,4,Crush,0,30,1,20,20,1,1,4
Fragment of Seren,,,10,320,320,220,480,480,480,"8917,8918,8919,8920","12+12 (standard),3+3 (Protect from Missiles),Max HP minus 1 (special)","Slash,Ranged",0,1000,242,288,102,102,235,7
Freidir,,,0,0,0,0,0,0,0,3938,6,Crush,0,50,40,40,40,1,1,4
Fremennik warband archer,,,75,0,0,0,50,50,50,12814,14,Ranged,0,50,110,110,80,110,110,6
Fremennik warband berserker,,,0,50,50,50,75,75,75,12816,29,Stab,0,48,110,110,80,110,110,6
Fremennik warband seer,,,30,50,50,50,0,0,0,12815,12,Magic,0,50,110,110,80,110,110,6
Fremennik warrior,,,0,1,20,21,,,,15458,,,0,45,60,,30,1,1,4
Frenzied ice troll female,Fire,50,0,30,30,60,0,0,0,5825,17,Ranged,0,80,80,80,40,1,1,4
Frenzied ice troll grunt,Fire,50,0,30,30,60,0,0,0,5826,21,Crush,0,80,100,100,60,1,1,4
Frenzied ice troll male,Fire,50,0,30,30,60,0,0,0,5824,17,Crush,0,80,80,80,40,1,1,4
Frenzied ice troll runt,Fire,50,0,30,30,60,0,0,0,5823,15,Crush,0,60,60,70,70,1,1,4
Frigatebird,,,0,0,0,0,30,10,30,15226,8,Stab,0,79,80,70,40,1,0,4
Frog,Earth,40,0,0,0,0,0,0,0,8702,1,Crush,0,8,5,4,3,1,1,4
Frogeel,Earth,40,0,0,0,0,0,0,0,3600,10,Slash,-2,90,91,89,90,1,1,4
Frost Crab#Active,Fire,100,-50,0,0,0,0,0,0,"13789,13791",1,Crush,0,60,1,1,1,1,1,4
Frost Crab#Hidden,Fire,100,-50,0,0,0,0,0,0,"13790,13792",1,Crush,0,60,1,1,1,1,1,4
Frost dragon,Fire,100,50,15,25,90,50,30,70,14922,16 (Stab)<br/>50 (Dragonfire),"Melee,Dragonfire",0,230,180,150,150,150,0,4
Frost Nagua,Fire,50,60,10,0,50,200,200,200,"13728,13787,13788","12 total,6+6",Magic,-4,120,1,1,40,90,1,5
Fumus,,,150,100,25,100,50,50,50,11283,29,Magic,-2,500,1,1,200,200,1,5
Gadderanks,,,10,10,10,10,10,10,10,"4483,4484,4485,9635",3,Crush,0,20,20,20,70,1,1,4
Galina,,,-21,-21,-21,-21,-21,-21,-21,2625,2,Crush,0,60,10,10,10,1,1,4
Galvek#Air,Water,40,280,140,80,140,86,86,86,8097,"28 (Ranged),28 (Slash),28 (Magic),121 (Dragonfire)","Slash,Ranged,Magic,Dragonfire",0,1200,632,268,188,160,246,6
Galvek#Earth,Water,40,280,140,80,140,86,86,86,"8098,8178,8179","28 (Ranged),28 (Slash),28 (Magic),121 (Dragonfire; Fire traps; Tsunami)","Slash,Ranged,Magic,Dragonfire",0,1200,632,268,188,160,246,6
Galvek#Fire,Water,40,280,140,80,140,86,86,86,"8094,8095,8177","28 (Ranged),28 (Slash),28 (Magic),121 (Dragonfire)","Slash,Ranged,Magic,Dragonfire",0,1200,632,268,188,160,246,6
Galvek#Water,Water,40,280,140,80,140,86,86,86,8096,"28 (Ranged),28 (Slash),28 (Magic),121 (Dragonfire; Tsunami)","Slash,Ranged,Magic,Dragonfire",0,1200,632,268,188,160,246,6
Gang boss#Female,,,0,10,0,0,0,0,0,"6900,6901",12,Slash,0,80,70,70,70,1,1,3
Gang boss#Male,,,0,10,0,0,0,0,0,"6902,6903",13,Ranged,0,80,1,1,70,1,80,3
Gangster#Level 45 (1),,,0,10,0,0,0,0,0,6896,5,Stab,0,40,40,30,50,1,1,4
Gangster#Level 45 (2),,,0,10,0,0,0,0,0,6897,6,Crush,0,40,40,30,50,1,1,4
Gangster#Level 50 (1),,,0,10,0,0,0,0,0,6898,6,Slash,0,45,50,40,40,1,1,7
Gangster#Level 50 (2),,,0,10,0,0,0,0,0,6899,8,Crush,0,30,40,70,30,1,1,4
Gardener#Level 3,,,0,0,0,0,0,0,0,3276,1,Stab,0,7,2,1,5,1,1,4
Gardener#Level 4,,,0,0,0,0,0,0,0,"3275,3651,5512",1,Stab,0,7,1,1,7,1,1,4
Gargoyle#Basement,Earth,40,20,-20,50,60,20,-20,20,"1543,413",11,Slash,-2,105,75,105,107,1,1,4
Gargoyle#Upstairs,Earth,40,20,-20,50,60,20,-20,20,"412,413",11,Slash,-2,105,75,105,107,1,1,4
Gelatinnoth Mother,,,50,150,150,150,50,50,50,"4884,4885,4886,4887,4888,4889","9 (melee),20x2 (ranged/magic)","Ranged,Magic,Stab",0,240,78,78,81,1,50,4
Gelatinnoth Mother (Nightmare Zone)#Hard Mode,,,50,150,150,150,50,50,50,"6312,6313,6314,6315,6316,6317","20 (melee),20x2 (ranged/magic)","Ranged,Magic,Stab",0,240,186,186,81,1,120,4
Gelatinnoth Mother (Nightmare Zone)#Normal Mode,,,50,150,150,150,50,50,50,"6373,6374,6375,6376,6377,6378","9 (melee),20x2 (ranged/magic)","Ranged,Magic,Stab",0,240,78,78,81,1,50,4
Gemstone Crab,,,0,0,0,0,0,0,0,14779,1,Crush,0,,1,1,1,1,1,7
General Danknuck,,,,,,,,,,-1,1,Melee,0,200,,,,,,4
General Graardor,Earth,40,298,90,90,90,90,90,90,2215,"60 (melee),35 (ranged)","Crush,Ranged",0,255,280,350,250,80,350,6
General Graardor (Deadman)#Annihilation,Earth,40,201,90,90,90,90,90,90,12444,60 (Melee),Crush,0,2000,280,350,250,80,350,6
General Graardor (Deadman)#Apocalypse,,,201,90,90,90,90,90,90,12444,60 (Melee),Crush,0,1000,280,350,250,80,350,6
General Graardor (Deadman)#Armageddon,Earth,40,201,90,90,90,90,90,90,12444,60 (Melee),Crush,0,1500,280,350,250,80,350,6
General Graardor (Deadman)#Permanent,Earth,40,201,90,90,90,90,90,90,12444,60 (Melee),Crush,0,1000,280,350,250,80,350,6
General Graardor (PvM Arena),,,298,90,90,90,90,90,90,6494,"60 (melee),35 (ranged)","Crush,Ranged",0,255,280,350,250,80,350,6
General Khazard,,,0,0,0,0,0,0,0,"1213,12025,12026,12027,12054,12055,12056,12057,12058,12059",9,Slash,0,170,75,78,80,1,1,4
Georgy,,,-21,-21,-21,-21,-21,-21,-21,2620,2,Crush,0,60,10,10,10,1,1,4
Ghast#Level 109,Air,25,0,0,0,0,0,0,0,5626,8,Crush,0,135,110,70,70,30,30,8
Ghast#Level 139,Air,25,0,0,0,0,0,0,0,5627,12,Crush,0,160,135,110,80,30,30,8
Ghast#Level 30,Air,25,0,0,0,0,0,0,0,946,3,Slash,0,45,22,22,18,1,1,4
Ghast#Level 79,Air,25,0,0,0,0,0,0,0,5625,4,Crush,0,115,80,30,60,30,30,8
Ghost (Grave of Scorpius),Air,50,0,0,0,0,0,0,0,5370,3,Crush,0,20,23,20,23,1,1,4
Ghost (Lassar Undercity),Air,50,0,0,0,0,0,0,0,12254,10,Crush,0,25,100,90,150,1,1,4
Ghost (Melzar's Maze)#1,Air,50,-5,5,5,5,5,5,5,3975,2,Crush,0,25,13,13,18,1,1,4
Ghost (Melzar's Maze)#2,Air,50,-5,5,5,5,5,5,5,3976,2,Crush,0,25,13,13,18,1,1,4
Ghost (Melzar's Maze)#3,Air,50,-5,5,5,5,5,5,5,3977,2,Crush,0,25,13,13,18,1,1,4
Ghost (Melzar's Maze)#4,Air,50,-5,5,5,5,5,5,5,3978,2,Crush,0,25,13,13,18,1,1,4
Ghost (Melzar's Maze)#5,Air,50,-5,5,5,5,5,5,5,3979,2,Crush,0,25,13,13,18,1,1,4
Ghost#Level 19,Air,50,-5,5,5,5,5,5,5,"85,86,87,88,89,90,91,92,93,95,97,99,472,473,474,505,506,507,7263,7264",2,Crush,0,25,13,13,18,1,1,4
Ghost#Level 76,Air,50,-5,5,45,45,45,45,45,"2531,2532,2533,2534",7,Crush,0,75,63,63,68,1,1,4
Ghost#Level 77,Air,50,55,5,55,55,55,55,55,"2527,2528,2529,2530",7,Crush,0,80,63,63,68,1,1,4
Ghoul,,,0,0,0,0,0,0,0,289,5,Crush,0,50,30,40,30,1,1,4
Ghoul Champion,,,0,0,0,0,0,0,0,3330,9,"Crush,Ranged",0,100,60,80,60,1,60,4
Giant ant#Soldier,,,7,12,24,20,0,0,0,15437,4,Stab,0,30,23,26,24,1,1,4
Giant ant#Worker,,,5,12,24,20,0,0,0,15436,3,Stab,0,20,16,18,22,1,1,4
Giant bat (Brine Rat Cavern),Air,10,10,12,10,10,8,8,8,4504,3,Crush,0,32,22,22,22,1,1,4
Giant bat#Arceuus,Air,10,10,12,10,10,8,8,8,6824,3,Stab,0,32,22,22,22,1,1,4
Giant bat#Normal,Air,10,10,12,10,10,8,8,8,2834,3,Stab,0,32,22,22,22,1,1,4
Giant Champion,,,0,0,0,0,0,0,0,3329,5,Crush,0,70,36,44,52,1,1,4
Giant crypt rat,,,0,0,0,0,0,0,0,"1680,1681,1682",6,Stab,0,70,80,50,65,1,1,4
Giant crypt spider,Fire,40,17,10,20,20,20,20,20,1684,8,Stab,0,80,65,67,65,1,1,4
Giant frog#Level 13,Earth,25,0,0,0,0,0,0,0,8700,2,Crush,0,23,10,8,6,1,1,4
Giant frog#Level 99,Earth,25,0,0,0,0,0,0,0,477,9,Crush,0,100,100,80,65,1,1,4
Giant goblin#Annihilation,,,-15,-15,-15,-15,-15,-15,-15,12452,27,Crush,0,3500,150,150,200,1,1,5
Giant goblin#Apocalypse,,,-15,-15,-15,-15,-15,-15,-15,12452,27,Crush,0,750,150,150,250,1,1,4
Giant goblin#Armageddon,,,-15,-15,-15,-15,-15,-15,-15,12452,27,Crush,0,1000,150,150,200,1,1,4
Giant goblin#Permanent,,,-15,-15,-15,-15,-15,-15,-15,12452,27,Crush,0,1000,150,150,200,1,1,5
Giant lobster,Earth,25,99,15,30,30,50,70,70,"4799,4800",4,Stab,0,50,40,30,40,1,1,4
Giant lobster (Ghosts Ahoy),,,0,5,5,15,5,5,5,2994,4,Stab,0,32,18,26,40,1,1,4
Giant lobster (The Red Reef),,,10,30,20,50,60,60,60,15034,10,Stab,0,100,80,90,60,20,1,5
Giant Mole,Earth,50,80,100,60,80,60,60,60,5779,21,Crush,0,200,200,200,200,200,1,4
Giant Mole (PvM Arena),Water,50,80,100,60,80,60,60,60,6499,21,Crush,0,200,200,200,200,200,1,4
Giant mosquito,Fire,40,2,5,2,2,0,0,0,"1041,15440",1,Crush,0,3,5,1,45,1,1,12
Giant rat (Scurrius),,,0,0,0,0,0,0,0,7223,4,Slash,0,15,100,25,10,1,1,4
Giant rat (Tutorial Island)#2020,,,0,-100,-100,-100,-100,-100,-100,9483,2,Stab,0,3,1,1,1,1,1,4
"Giant rat (Tutorial Island)#Unused, 1",,,0,-100,-100,-100,-100,-100,-100,3314,2,Stab,0,3,1,1,1,1,1,4
"Giant rat (Tutorial Island)#Unused, 2",,,0,-100,-100,-100,-100,-100,-100,3315,2,Stab,0,3,1,1,1,1,1,4
Giant rat (Tutorial Island)#Used,,,0,-100,-100,-100,-100,-100,-100,3313,2,Stab,0,3,1,1,1,1,1,4
Giant rat#Level 26,,,0,0,0,0,0,0,0,"2510,2511,2512",3,Stab,0,25,22,23,22,1,1,4
Giant rat#Level 3,,,0,0,0,0,0,0,0,"2856,2857,2858,2859,2860,2861",1,Stab,0,5,2,3,2,1,1,4
Giant rat#Level 6,,,0,0,0,0,0,0,0,"2862,2863,2864",1,Stab,0,10,6,5,2,1,1,4
Giant Roc,Air,35,150,0,0,0,0,0,0,763,"14 (Melee),20 (Ranged)","Crush,Ranged",0,250,130,130,100,1,130,6
Giant Roc (Nightmare Zone)#Hard Mode,Air,35,150,0,0,0,0,0,0,6323,"27 (Melee),20 (Ranged)","Crush,Ranged",0,255,260,260,100,1,260,6
Giant Roc (Nightmare Zone)#Normal Mode,Air,35,150,0,0,0,0,0,0,6384,"14 (Melee),20 (Ranged)","Crush,Ranged",0,250,130,130,100,1,130,6
Giant Rock Crab#1,Earth,20,-10,175,225,200,250,80,250,2261,9,Crush,0,180,50,80,200,1,1,4
Giant Rock Crab#2,Earth,20,10,175,225,200,250,80,250,5940,9,Crush,0,180,50,80,200,1,1,4
Giant rockslug,Earth,20,0,0,0,0,0,0,0,7392,9,Crush,2,77,72,77,77,1,1,4
Giant Scarab,Fire,50,159,99,70,99,103,149,149,"797,798",20,"Stab,Ranged",0,130,169,190,169,1,190,4
Giant Scarab (Nightmare Zone)#Hard Mode,Fire,50,159,99,70,99,103,149,149,1127,35,"Stab,Ranged",0,255,305,342,169,1,342,4
